"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://beswib.com/en/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/en/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/en/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/en/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ko/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ko/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ko/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ko/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ro/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ro/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ro/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/ro/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/nl/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/nl/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/nl/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/nl/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/fr/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/fr/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/fr/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/fr/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/it/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/it/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/it/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/it/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/es/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/es/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/es/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/es/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/de/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/de/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/de/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/de/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/pt/marketplace/5vm8708u44dfi74","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/pt/marketplace/r42069y3n9m6q2y","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/pt/marketplace/81xcw85cv687o90","1","Purchase Bib","12","117","Indexable",""
"https://beswib.com/pt/marketplace/lx6f29z7ceq5c42","1","Purchase Bib","12","117","Indexable",""
